,accession,trivname
698,Q8NFP4,MDGA1_HUMAN
699,P33992,MCM5_HUMAN
700,Q9BW11,MAD3_HUMAN
701,Q9Y6D9,MD1L1_HUMAN
702,Q8WWY6,MB3L1_HUMAN
703,P20794,MAK_HUMAN
704,P43362,MAGA9_HUMAN
705,O60732,MAGC1_HUMAN
706,Q9BSK0,MALD1_HUMAN
707,Q9H213,MAGH1_HUMAN
708,Q8NDX9,LY65B_HUMAN
709,Q9BZ81,MAGB5_HUMAN
710,O60449,LY75_HUMAN
711,P0DP58,LYNX1_HUMAN
712,Q15555,MARE2_HUMAN
713,Q9NPA3,M1IP1_HUMAN
714,P0DM35,M1BL1_HUMAN
715,Q99742,NPAS1_HUMAN
716,P35410,MAS1L_HUMAN
717,Q92886,NGN1_HUMAN
718,Q4ZIN3,MBRL_HUMAN
719,Q8N4C6,NIN_HUMAN
720,Q9H2A3,NGN2_HUMAN
721,Q8IXF0,NPAS3_HUMAN
722,Q9Y4Z2,NGN3_HUMAN
723,Q13423,NNTM_HUMAN
724,Q7L5Y9,MAEA_HUMAN
725,Q9NPE2,NGRN_HUMAN
726,Q14207,NPAT_HUMAN
727,A6NHN6,NPB15_HUMAN
728,Q8TD90,MAGE2_HUMAN
729,Q9H492,MLP3A_HUMAN
730,Q6UX53,MET7B_HUMAN
731,O00400,ACATN_HUMAN
732,Q5FVE4,ACBG2_HUMAN
733,P08910,ABHD2_HUMAN
734,P11310,ACADM_HUMAN
735,Q9NP78,ABCB9_HUMAN
736,Q9UGI9,AAKG3_HUMAN
737,Q13685,AAMP_HUMAN
738,O95433,AHSA1_HUMAN
739,Q96P64,AGAP4_HUMAN
740,Q9P2G1,AKIB1_HUMAN
741,Q15052,ARHG6_HUMAN
742,P35414,APJ_HUMAN
743,Q9H6X2,ANTR1_HUMAN
744,A6NCL7,AN33B_HUMAN
745,Q7Z6G8,ANS1B_HUMAN
746,P11245,ARY2_HUMAN
747,Q9NU02,ANKE1_HUMAN
748,Q9H8Y5,ANKZ1_HUMAN
749,Q6ZVZ8,ASB18_HUMAN
750,Q9ULI0,ATD2B_HUMAN
751,P98198,AT8B2_HUMAN
752,Q9UQ52,CNTN6_HUMAN
753,Q96C12,ARMC5_HUMAN
754,Q9P291,ARMX1_HUMAN
755,Q5H9R4,ARMX4_HUMAN
756,Q7L311,ARMX2_HUMAN
757,Q9Y4P1,ATG4B_HUMAN
758,A0PJX0,CIB4_HUMAN
759,P48047,ATPO_HUMAN
760,P30049,ATPD_HUMAN
761,Q13535,ATR_HUMAN
762,Q96SQ7,ATOH8_HUMAN
763,Q8N100,ATOH7_HUMAN
764,Q96AQ7,CIDEC_HUMAN
765,Q13895,BYST_HUMAN
766,Q9NZS9,BFAR_HUMAN
767,P55201,BRPF1_HUMAN
768,P12645,BMP3_HUMAN
769,Q96P09,BIRC8_HUMAN
770,Q9H694,BICC1_HUMAN
771,Q9UMQ3,BARX2_HUMAN
772,Q9Y5Z6,B3GT1_HUMAN
773,Q6ZP65,BICL1_HUMAN
774,Q96FH0,BORC8_HUMAN
775,Q9NXR7,BABA2_HUMAN
776,Q6UX72,B3GN9_HUMAN
777,P51671,CCL11_HUMAN
778,Q8TAB7,CCD26_HUMAN
779,Q14511,CASL_HUMAN
780,Q4G0S7,CC152_HUMAN
781,Q96LR7,CB050_HUMAN
782,Q9GZT6,CC90B_HUMAN
783,Q86V15,CASZ1_HUMAN
784,Q6DHV5,C2D2B_HUMAN
785,P40123,CAP2_HUMAN
786,Q96KC9,CABS1_HUMAN
787,Q9BTV7,CABL2_HUMAN
788,Q8ND23,CARL3_HUMAN
789,Q9Y426,C2CD2_HUMAN
790,Q9H0H9,C4F30_HUMAN
791,Q9HBT6,CAD20_HUMAN
792,Q8N1Q1,CAH13_HUMAN
793,O75828,CBR3_HUMAN
794,Q08289,CACB2_HUMAN
795,P0DP25,CALM3_HUMAN
796,Q9BWT7,CAR10_HUMAN
797,Q569G3,CE047_HUMAN
798,Q6ZTY9,CG065_HUMAN
799,A1L170,CA226_HUMAN
800,Q8WUH1,CHUR_HUMAN
801,P00746,CFAD_HUMAN
802,A7E2U8,CD047_HUMAN
803,P10747,CD28_HUMAN
804,P07199,CENPB_HUMAN
805,Q8N0S6,CENPL_HUMAN
806,Q8N111,CEND_HUMAN
807,P24385,CCND1_HUMAN
808,Q9BU64,CENPO_HUMAN
809,O95832,CLD1_HUMAN
810,A0A0U1RRI6,CENL3_HUMAN
811,Q96S94,CCNL2_HUMAN
812,O95813,CER1_HUMAN
813,O95484,CLD9_HUMAN
814,P10645,CMGA_HUMAN
815,Q71F23,CENPU_HUMAN
816,Q8IU89,CERS3_HUMAN
817,Q8IUN9,CLC10_HUMAN
818,Q8N1N0,CLC4F_HUMAN
819,Q9NPU4,CN132_HUMAN
820,Q08708,CLM6_HUMAN
821,P49759,CLK1_HUMAN
822,Q92989,CLP1_HUMAN
823,A6NGG3,CI092_HUMAN
824,Q14031,CO4A6_HUMAN
825,P01031,CO5_HUMAN
826,Q68CJ9,CR3L3_HUMAN
827,Q13098,CSN1_HUMAN
828,P57737,CORO7_HUMAN
829,P54108,CRIS3_HUMAN
830,Q9Y4K1,CRBG1_HUMAN
831,Q9P218,COKA1_HUMAN
832,P26998,CRBB3_HUMAN
833,Q49AN0,CRY2_HUMAN
834,O60519,CRBL2_HUMAN
835,P01189,COLI_HUMAN
836,Q9Y3A0,COQ4_HUMAN
837,Q15018,ABRX2_HUMAN
838,P0DKL9,A14EL_HUMAN
839,Q8WTS1,ABHD5_HUMAN
840,A7E2S9,A30BL_HUMAN
841,O14678,ABCD4_HUMAN
842,P29275,AA2BR_HUMAN
843,Q96P26,5NT1B_HUMAN
844,P46952,3HAO_HUMAN
845,P20309,ACM3_HUMAN
846,Q9NUN7,ACER3_HUMAN
847,Q5QJU3,ACER2_HUMAN
848,P09972,ALDOC_HUMAN
849,Q9NP70,AMBN_HUMAN
850,P43353,AL3B1_HUMAN
851,P31751,AKT2_HUMAN
852,Q96HD9,ACY3_HUMAN
853,Q86SJ2,AMGO2_HUMAN
854,O43707,ACTN4_HUMAN
855,O00170,AIP_HUMAN
856,Q8TDG2,ACTT1_HUMAN
857,Q9Y672,ALG6_HUMAN
858,Q9NXL2,ARH38_HUMAN
859,Q8N8U2,CDYL2_HUMAN
860,P0DN86,CGB3_HUMAN
861,Q0VF96,CGNL1_HUMAN
862,Q9H2A9,CHST8_HUMAN
863,P09093,CEL3A_HUMAN
864,P01730,CD4_HUMAN
865,O43916,CHST1_HUMAN
866,Q07108,CD69_HUMAN
867,Q9NPF2,CHSTB_HUMAN
868,Q5T4I8,CF052_HUMAN
869,A6H8M9,CDHR4_HUMAN
870,Q15078,CD5R1_HUMAN
871,P42081,CD86_HUMAN
872,P16671,CD36_HUMAN
873,Q99741,CDC6_HUMAN
874,P29965,CD40L_HUMAN
875,Q08722,CD47_HUMAN
876,P27544,CERS1_HUMAN
877,Q02224,CENPE_HUMAN
878,Q9BW66,CINP_HUMAN
879,Q49MI3,CERKL_HUMAN
880,Q9H8S5,CCNP_HUMAN
881,Q16281,CNGA3_HUMAN
882,A5D8T8,CL18A_HUMAN
883,P61024,CKS1_HUMAN
884,P30622,CLIP1_HUMAN
885,Q9N2K0,ENH1_HUMAN
886,Q9N2J8,ENH3_HUMAN
887,Q9UI10,EI2BD_HUMAN
888,P60608,EFC2_HUMAN
889,Q6PCB8,EMB_HUMAN
890,Q9NPA8,ENY2_HUMAN
891,Q9NVF9,EKI2_HUMAN
892,O60739,EIF1B_HUMAN
893,P78545,ELF3_HUMAN
894,Q96C92,ENTR1_HUMAN
895,O75354,ENTP6_HUMAN
896,Q14320,FA50A_HUMAN
897,Q8WUB2,F216A_HUMAN
898,Q5TYM5,FA72A_HUMAN
899,Q9Y421,FA32A_HUMAN
900,H3BQW9,F229A_HUMAN
901,Q9HB03,ELOV3_HUMAN
902,Q96CN4,EVI5L_HUMAN
903,A6NNH2,F90AR_HUMAN
904,A1XBS5,FA92A_HUMAN
905,P03951,FA11_HUMAN
906,P00451,FA8_HUMAN
907,Q9H098,F107B_HUMAN
908,Q8IZA3,H18_HUMAN
909,Q9H201,EPN3_HUMAN
910,Q14677,EPN4_HUMAN
911,Q53EP0,FND3B_HUMAN
912,Q9UBQ6,EXTL2_HUMAN
913,Q8N0W7,FMR1N_HUMAN
914,P18074,ERCC2_HUMAN
915,Q5XUX0,FBX31_HUMAN
916,Q16777,H2A2C_HUMAN
917,P11166,GTR1_HUMAN
918,Q7Z6M2,FBX33_HUMAN
919,Q4G163,FBX43_HUMAN
920,Q9UH90,FBX40_HUMAN
921,Q9UKT5,FBX4_HUMAN
922,B1AJZ9,FHAD1_HUMAN
923,Q8N539,FBCD1_HUMAN
924,Q9H1H1,GTSFL_HUMAN
925,Q8WWV6,FCAMR_HUMAN
926,Q8TDF6,GRP4_HUMAN
927,Q9BVA6,FICD_HUMAN
928,Q86WN1,FCSD1_HUMAN
929,Q9YNA8,GAK19_HUMAN
930,P62684,GA113_HUMAN
931,Q99501,GA2L1_HUMAN
932,Q8N4A0,GALT4_HUMAN
933,A8MYZ6,FOXO6_HUMAN
934,Q8N878,FRMD1_HUMAN
935,Q6ZNA5,FRRS1_HUMAN
936,P48728,GCST_HUMAN
937,Q4G0N0,GGTA1_HUMAN
938,O14764,GBRD_HUMAN
939,Q9UN88,GBRT_HUMAN
940,Q8N1C3,GBRG1_HUMAN
941,P60520,GBRL2_HUMAN
942,P01584,IL1B_HUMAN
943,Q9BXS1,IDI2_HUMAN
944,Q9H0C8,ILKAP_HUMAN
945,P23588,IF4B_HUMAN
946,P78318,IGBP1_HUMAN
947,Q8WWZ1,IL1FA_HUMAN
948,P14778,IL1R1_HUMAN
949,Q9NXP7,GIN1_HUMAN
950,O00258,GET1_HUMAN
951,Q13418,ILK_HUMAN
952,P27930,IL1R2_HUMAN
953,O60573,IF4E2_HUMAN
954,P18510,IL1RA_HUMAN
955,Q8N5X7,IF4E3_HUMAN
956,Q9NYY1,IL20_HUMAN
957,Q9HBE5,IL21R_HUMAN
958,Q01638,ILRL1_HUMAN
959,Q9HBE4,IL21_HUMAN
960,Q9HB29,ILRL2_HUMAN
961,P06730,IF4E_HUMAN
962,Q9GZX6,IL22_HUMAN
963,Q9H6K1,ILRUN_HUMAN
964,Q14197,ICT1_HUMAN
965,O75715,GPX5_HUMAN
966,P59796,GPX6_HUMAN
967,A6NC78,GOG8I_HUMAN
968,Q9UBM8,MGT4C_HUMAN
969,P50221,MEOX1_HUMAN
970,Q10469,MGAT2_HUMAN
971,Q9NP71,MLXPL_HUMAN
972,P34949,MPI_HUMAN
973,A0A1B0GUY1,MRCOL_HUMAN
974,Q9HCE1,MOV10_HUMAN
975,Q8NGA0,OR7G1_HUMAN
976,Q6NXP6,NXRD1_HUMAN
977,Q8N2R0,OSR2_HUMAN
978,Q9ULE6,PALD_HUMAN
979,Q99447,PCY2_HUMAN
980,Q8IXS6,PALM2_HUMAN
981,O75340,PDCD6_HUMAN
982,O00151,PDLI1_HUMAN
983,Q9Y5F7,PCDGL_HUMAN
984,Q15102,PA1B3_HUMAN
985,Q9Y6V0,PCLO_HUMAN
986,Q96NT5,PCFT_HUMAN
987,Q99487,PAFA2_HUMAN
988,Q5UE93,PI3R6_HUMAN
989,Q96S79,RSLAB_HUMAN
990,Q8TBB6,S7A14_HUMAN
991,Q96EL2,RT24_HUMAN
992,Q13950,RUNX2_HUMAN
993,Q5T1Q4,S35F1_HUMAN
994,Q9UJJ7,RUSD1_HUMAN
995,O75446,SAP30_HUMAN
996,Q9NSD5,S6A13_HUMAN
997,Q9NYW1,TA2R9_HUMAN
998,Q13275,SEM3F_HUMAN
999,O76038,SEGN_HUMAN
1000,Q6UWF3,SCIMP_HUMAN
1001,Q9H4L4,SENP3_HUMAN
1002,Q6P4A7,SFXN4_HUMAN
1003,Q9NP31,SH22A_HUMAN
1004,P23246,SFPQ_HUMAN
1005,Q587I9,SFT2C_HUMAN
1006,Q96BY9,SARAF_HUMAN
1007,P82979,SARNP_HUMAN
1008,Q9Y651,SOX21_HUMAN
1009,Q8TAQ2,SMRC2_HUMAN
1010,Q5JXA9,SIRB2_HUMAN
1011,Q8ND83,SLAI1_HUMAN
1012,Q9BXB7,SPT16_HUMAN
1013,Q969X2,SIA7F_HUMAN
1014,Q9NRH2,SNRK_HUMAN
1015,Q9Y274,SIA10_HUMAN
1016,Q96EA4,SPDLY_HUMAN
1017,Q9NXA8,SIR5_HUMAN
1018,P51688,SPHM_HUMAN
1019,O95271,TNKS1_HUMAN
1020,Q9UBY0,SL9A2_HUMAN
1021,O75683,SURF6_HUMAN
1022,P60508,SYCY2_HUMAN
1023,Q9H6E5,STPAP_HUMAN
1024,O15400,STX7_HUMAN
1025,Q01995,TAGL_HUMAN
1026,Q12788,TBL3_HUMAN
1027,B9EJG8,T150C_HUMAN
1028,Q9NR00,TCIM_HUMAN
1029,Q9BQG1,SYT3_HUMAN
1030,Q9BUR4,TCAB1_HUMAN
1031,A0A087WVF3,TBC3D_HUMAN
1032,O15178,TBXT_HUMAN
1033,P35269,T2FA_HUMAN
1034,Q92750,TAF4B_HUMAN
1035,Q5T0J7,TEX35_HUMAN
1036,P04216,THY1_HUMAN
1037,Q96MW7,TIGD1_HUMAN
1038,Q6ZMP0,THSD4_HUMAN
1039,Q04727,TLE4_HUMAN
1040,A6NML5,TM212_HUMAN
1041,Q9UGI8,TES_HUMAN
1042,Q9NV29,TM100_HUMAN
1043,P0C1Z6,TFPT_HUMAN
1044,P0DPI4,TDB01_HUMAN
1045,P04053,TDT_HUMAN
1046,Q96MN5,TEAN2_HUMAN
1047,A0A0A0MTA4,TJB25_HUMAN
1048,P01137,TGFB1_HUMAN
1049,O15273,TELT_HUMAN
1050,Q86WV5,TEN1L_HUMAN
1051,Q14188,TFDP2_HUMAN
1052,Q9Y3Q3,TMED3_HUMAN
1053,P24821,TENA_HUMAN
1054,Q8IWR1,TRI59_HUMAN
1055,C9JSJ3,MEIOS_HUMAN
1056,Q16674,MIA_HUMAN
1057,Q96ES6,MFSD3_HUMAN
1058,Q6UWV2,MPZL3_HUMAN
1059,O60487,MPZL2_HUMAN
1060,P42345,MTOR_HUMAN
1061,Q8NH70,O4A16_HUMAN
1062,Q8NGA2,OR7A2_HUMAN
1063,Q6IF63,O52W1_HUMAN
1064,Q8NGA5,O10H4_HUMAN
1065,Q8NGS5,O13C4_HUMAN
1066,P10515,ODP2_HUMAN
1067,Q9BYU1,PBX4_HUMAN
1068,Q8NH19,O10AG_HUMAN
1069,P57721,PCBP3_HUMAN
1070,Q9H2J4,PDCL3_HUMAN
1071,Q9HCR9,PDE11_HUMAN
1072,Q96R84,OR1F2_HUMAN
1073,P09131,P3_HUMAN
1074,Q92569,P55G_HUMAN
1075,Q8IVA1,PCP2_HUMAN
1076,O95263,PDE8B_HUMAN
1077,P0C869,PA24B_HUMAN
1078,Q96FX8,PERP_HUMAN
1079,Q9H5I5,PIEZ2_HUMAN
1080,Q9UPV7,PHF24_HUMAN
1081,Q8WXW3,PIBF1_HUMAN
1082,O14813,PHX2A_HUMAN
1083,B3GLJ2,PATE3_HUMAN
1084,P49810,PSN2_HUMAN
1085,Q99460,PSMD1_HUMAN
1086,Q8WU10,PYRD1_HUMAN
1087,A1KZ92,PXDNL_HUMAN
1088,P0C7P1,RBY1D_HUMAN
1089,P25791,RBTN2_HUMAN
1090,P61572,REC19_HUMAN
1091,Q02543,RL18A_HUMAN
1092,Q9BRJ2,RM45_HUMAN
1093,Q684P5,RPGP2_HUMAN
1094,Q6P5S7,RNK_HUMAN
1095,O15514,RPB4_HUMAN
1096,Q7L0R7,RNF44_HUMAN
1097,Q5VXU9,SHOC1_HUMAN
1098,Q7Z698,SPRE2_HUMAN
1099,O95772,STR3N_HUMAN
1100,P61956,SUMO2_HUMAN
1101,P0DJJ0,SRG2C_HUMAN
1102,O15270,SPTC2_HUMAN
1103,Q8WWF3,SSMM1_HUMAN
1104,Q9NYV8,T2R14_HUMAN
1105,P0C7N4,T191B_HUMAN
1106,Q9BVA1,TBB2B_HUMAN
1107,Q86VP1,TAXB1_HUMAN
1108,Q8NBD8,T229B_HUMAN
1109,Q7Z7C8,TAF8_HUMAN
1110,P05452,TETN_HUMAN
1111,Q96MV1,TLCD4_HUMAN
1112,Q99973,TEP1_HUMAN
1113,O43615,TIM44_HUMAN
1114,Q5T1C6,THEM4_HUMAN
1115,Q9H0V1,TM168_HUMAN
1116,Q9BSF4,TIM29_HUMAN
1117,P0DMS9,TMIG3_HUMAN
1118,Q07283,TRHY_HUMAN
1119,Q9C019,TRI15_HUMAN
1120,Q5JXX7,TMM31_HUMAN
1121,Q6P589,TP8L2_HUMAN
1122,P25942,TNR5_HUMAN
1123,A6NMA1,TR5OS_HUMAN
1124,Q7Z4L5,TT21B_HUMAN
1125,Q8N4P2,TT30B_HUMAN
1126,Q9H3S4,TPK1_HUMAN
1127,A0A0A6YYK7,TVA19_HUMAN
1128,A0A0A6YYK4,TVB71_HUMAN
1129,A0A0J9YXY3,TVB62_HUMAN
1130,P61081,UBC12_HUMAN
1131,D6R901,U17LL_HUMAN
1132,Q5JXB2,UE2NL_HUMAN
1133,Q96DV4,RM38_HUMAN
1134,Q9Y4G8,RPGF2_HUMAN
1135,Q92834,RPGR_HUMAN
1136,Q8IXW5,RPAP2_HUMAN
1137,P05387,RLA2_HUMAN
1138,O94763,RMP_HUMAN
1139,Q05823,RN5A_HUMAN
1140,Q5XPI4,RN123_HUMAN
1141,Q96E11,RRFM_HUMAN
1142,Q99611,SPS2_HUMAN
1143,Q76KD6,SPERI_HUMAN
1144,Q4KMQ1,TPRN_HUMAN
1145,Q5MJ70,SPDYA_HUMAN
1146,O75093,SLIT1_HUMAN
1147,Q9UQ90,SPG7_HUMAN
1148,Q9UBC9,SPRR3_HUMAN
1149,Q9P270,SLAI2_HUMAN
1150,P0DJ93,SIM13_HUMAN
1151,Q8IVB4,SL9A9_HUMAN
1152,Q7L1I2,SV2B_HUMAN
1153,Q496J9,SV2C_HUMAN
1154,P54920,SNAA_HUMAN
1155,Q8IZU3,SYCP3_HUMAN
1156,Q7Z2R9,SSAS1_HUMAN
1157,Q9NSE4,SYIM_HUMAN
1158,Q9UJT1,TBD_HUMAN
1159,A6NC51,T150B_HUMAN
1160,Q8IW70,T151B_HUMAN
1161,A0A0B4J272,TVA24_HUMAN
1162,A0A087X0M5,TVB18_HUMAN
1163,A0A0A0MS04,TVB67_HUMAN
1164,A0A1B0GXF2,TVB72_HUMAN
1165,Q8TAI1,TYMOS_HUMAN
1166,P35442,TSP2_HUMAN
1167,Q5TGU0,TSPO2_HUMAN
1168,Q15672,TWST1_HUMAN
1169,Q9P2K2,TXD16_HUMAN
1170,P13051,UNG_HUMAN
1171,O95045,UPP2_HUMAN
1172,Q9BRT2,UQCC2_HUMAN
1173,P11172,UMPS_HUMAN
1174,Q13336,UT1_HUMAN
1175,Q70CQ2,UBP34_HUMAN
1176,Q8TEY7,UBP33_HUMAN
1177,Q92575,UBXN4_HUMAN
1178,P61313,RL15_HUMAN
1179,P62979,RS27A_HUMAN
1180,Q52WX2,SBK1_HUMAN
1181,O43556,SGCE_HUMAN
1182,Q9BYW2,SETD2_HUMAN
1183,Q9BYH1,SE6L1_HUMAN
1184,Q9UBV2,SE1L1_HUMAN
1185,Q6ZQN7,SO4C1_HUMAN
1186,Q9BT81,SOX7_HUMAN
1187,P22528,SPR1B_HUMAN
1188,Q86U17,SPA11_HUMAN
1189,Q8IUW3,SPA2L_HUMAN
1190,Q9UHJ3,SMBT1_HUMAN
1191,Q9Y3P8,SIT1_HUMAN
1192,O75602,SPAG6_HUMAN
1193,Q8NB12,SMYD1_HUMAN
1194,A2RU48,SMCO3_HUMAN
1195,A0A1B0GW54,SIM39_HUMAN
1196,Q96SB8,SMC6_HUMAN
1197,Q07617,SPAG1_HUMAN
1198,O43623,SNAI2_HUMAN
1199,O95721,SNP29_HUMAN
1200,Q13239,SLAP1_HUMAN
1201,Q15477,SKIV2_HUMAN
1202,Q9BX79,STRA6_HUMAN
1203,P56192,SYMC_HUMAN
1204,O76070,SYUG_HUMAN
1205,Q96BN2,TADA1_HUMAN
1206,Q9NUM4,T106B_HUMAN
1207,P53999,TCP4_HUMAN
1208,A0A087X1G2,TBC3K_HUMAN
1209,Q9BSH4,TACO1_HUMAN
1210,Q9NQ88,TIGAR_HUMAN
1211,O43247,TEX33_HUMAN
1212,Q9H5L6,THAP9_HUMAN
1213,Q8N6K0,TEX29_HUMAN
1214,Q9BT49,THAP7_HUMAN
1215,P0DJG4,THEGL_HUMAN
1216,Q96H15,TIMD4_HUMAN
1217,Q9Y6M0,TEST_HUMAN
1218,P0CAT3,TLXNB_HUMAN
1219,Q9GZM7,TINAL_HUMAN
1220,Q6NUQ4,TM214_HUMAN
1221,Q6ZMR5,TM11A_HUMAN
1222,Q08188,TGM3_HUMAN
1223,Q8IZJ6,TDH_HUMAN
1224,P02786,TFR1_HUMAN
1225,P49848,TAF6_HUMAN
1226,O95455,TGDS_HUMAN
1227,A0A0A0MT78,TJB27_HUMAN
1228,O60858,TRI13_HUMAN
1229,Q7Z6W1,TMCO2_HUMAN
1230,O60704,TPST2_HUMAN
1231,Q9H330,TM245_HUMAN
1232,Q6P2S7,TTC41_HUMAN
1233,P11441,UBL4A_HUMAN
1234,P84098,RL19_HUMAN
1235,P62750,RL23A_HUMAN
1236,Q9P0M9,RM27_HUMAN
1237,Q13405,RM49_HUMAN
1238,Q7Z7H8,RM10_HUMAN
1239,P78345,RPP38_HUMAN
1240,Q9BV68,RN126_HUMAN
1241,O00411,RPOM_HUMAN
1242,P17600,SYN1_HUMAN
1243,P47985,UCRI_HUMAN
1244,Q9UPU7,TBD2B_HUMAN
1245,Q9H061,T126A_HUMAN
1246,Q15170,TCAL1_HUMAN
1247,Q99593,TBX5_HUMAN
1248,O14907,TX1B3_HUMAN
1249,O14562,UBFD1_HUMAN
1250,O95231,VENTX_HUMAN
1251,Q05086,UBE3A_HUMAN
1252,Q14CS0,UBX2B_HUMAN
1253,Q16864,VATF_HUMAN
1254,Q9P1C3,YN010_HUMAN
1255,Q96H79,ZCCHL_HUMAN
1256,Q03924,ZN117_HUMAN
1257,Q15973,ZN124_HUMAN
1258,P0CJ79,ZN888_HUMAN
1259,P08048,ZFY_HUMAN
1260,P17028,ZNF24_HUMAN
1261,Q96GR4,ZDH12_HUMAN
1262,O95201,ZN205_HUMAN
1263,Q7Z398,ZN550_HUMAN
1264,Q6U7Q0,ZN322_HUMAN
1265,Q76KX8,ZN534_HUMAN
1266,Q96NG5,ZN558_HUMAN
1267,Q8WUU4,ZN296_HUMAN
1268,Q96HQ0,ZN419_HUMAN
1269,Q8N3U1,YS014_HUMAN
1270,Q9P1P4,TAAR3_HUMAN
1271,Q8IYN2,TCAL8_HUMAN
1272,A6NNZ2,TBB8B_HUMAN
1273,Q96CE8,T4S18_HUMAN
1274,P21579,SYT1_HUMAN
1275,Q13885,TBB2A_HUMAN
1276,Q9HCD6,TANC2_HUMAN
1277,Q8N3G9,TM130_HUMAN
1278,Q9BVW5,TIPIN_HUMAN
1279,A6NLX4,TM210_HUMAN
1280,Q6ZVM7,TM1L2_HUMAN
1281,Q96IP4,TET5A_HUMAN
1282,Q68D42,TM215_HUMAN
1283,Q15562,TEAD2_HUMAN
1284,Q92664,TF3A_HUMAN
1285,A0A075B6Y3,TJA3_HUMAN
1286,A0A0A0MT70,TJB26_HUMAN
1287,Q7L0X0,TRIL_HUMAN
1288,Q9BZD6,TMG4_HUMAN
1289,Q7Z4G4,TRM11_HUMAN
1290,P20396,TRH_HUMAN
1291,Q93038,TNR25_HUMAN
1292,A6NLI5,TR64C_HUMAN
1293,Q9H489,TSY26_HUMAN
1294,A0A0K0K1A5,TVB65_HUMAN
1295,P01733,TVBL3_HUMAN
1296,Q96SJ8,TSN18_HUMAN
1297,Q9BZ98,TTY12_HUMAN
1298,Q9BY14,TX101_HUMAN
1299,P02766,TTHY_HUMAN
1300,Q9Y385,UB2J1_HUMAN
1301,Q9P2Y5,UVRAG_HUMAN
1302,P32241,VIPR1_HUMAN
1303,P41587,VIPR2_HUMAN
1304,Q9BRG1,VPS25_HUMAN
1305,O00744,WN10B_HUMAN
1306,Q8NI36,WDR36_HUMAN
1307,O75083,WDR1_HUMAN
1308,O95498,VNN2_HUMAN
1309,Q96NR7,WWAS2_HUMAN
1310,Q6PP77,XKR2_HUMAN
1311,Q9Y5W5,WIF1_HUMAN
1312,Q9NP79,VTA1_HUMAN
1313,Q6AWC8,YK026_HUMAN
1314,Q5TEC3,ZN697_HUMAN
1315,A8K8V0,ZN785_HUMAN
1316,P0CI00,Z705B_HUMAN
1317,Q9Y6R6,Z780B_HUMAN
1318,Q7L2R6,ZN765_HUMAN
1319,Q5HYM0,ZC12B_HUMAN
1320,Q9H7S9,ZN703_HUMAN
1321,Q96BR9,ZBT8A_HUMAN
1322,P52738,ZN140_HUMAN
1323,O60293,ZC3H1_HUMAN
1324,Q9HBF4,ZFYV1_HUMAN
1325,Q8NAM6,ZSCA4_HUMAN
1326,P51522,ZNF83_HUMAN
1327,Q86YA3,ZGRF1_HUMAN
1328,Q9ULM2,ZN490_HUMAN
1329,Q7Z739,YTHD3_HUMAN
1330,Q9UL40,ZN346_HUMAN
1331,O75437,ZN254_HUMAN
1332,Q86UD4,ZN329_HUMAN
1333,Q5MCW4,ZN569_HUMAN
1334,Q8WZ26,YS006_HUMAN
1335,Q96B54,ZN428_HUMAN
1336,Q96SR6,ZN382_HUMAN
1337,Q9BWM5,ZN416_HUMAN
1338,Q86V71,ZN429_HUMAN
1339,Q12815,TROAP_HUMAN
1340,Q6UXU6,TMM92_HUMAN
1341,Q86WT1,TT30A_HUMAN
1342,Q9Y5S1,TRPV2_HUMAN
1343,P07478,TRY2_HUMAN
1344,O95881,TXD12_HUMAN
1345,Q15819,UB2V2_HUMAN
1346,Q7Z3V4,UBE3B_HUMAN
1347,Q5DID0,UROL1_HUMAN
1348,Q9UHP3,UBP25_HUMAN
1349,P35916,VGFR3_HUMAN
1350,P35968,VGFR2_HUMAN
1351,Q5MNZ6,WIPI3_HUMAN
1352,Q8IZQ1,WDFY3_HUMAN
1353,Q9NX94,WBP1L_HUMAN
1354,O43543,XRCC2_HUMAN
1355,Q8WTP9,XAGE3_HUMAN
1356,Q96S55,WRIP1_HUMAN
1357,P63127,VPK9_HUMAN
1358,Q6RFH5,WDR74_HUMAN
1359,Q6P2C0,WDR93_HUMAN
1360,Q9BRX9,WDR83_HUMAN
1361,Q96FK6,WDR89_HUMAN
1362,Q9H267,VP33B_HUMAN
1363,Q5H9K5,ZMAT1_HUMAN
1364,Q6ZTB9,ZN833_HUMAN
1365,Q6WRX3,ZY11A_HUMAN
1366,Q15326,ZMY11_HUMAN
1367,Q96MU6,ZN778_HUMAN
1368,P51504,ZNF80_HUMAN
1369,O14628,ZN195_HUMAN
1370,Q9UK10,ZN225_HUMAN
1371,Q8NCK3,ZN485_HUMAN
1372,Q86WZ6,ZN227_HUMAN
1373,Q6NXT4,ZNT6_HUMAN
1374,O75362,ZN217_HUMAN
1375,Q8N7M2,ZN283_HUMAN
1376,Q5JNZ3,ZN311_HUMAN
1377,A8MUU9,YV023_HUMAN
1378,Q9BUY5,ZN426_HUMAN
1379,Q96IR3,YV007_HUMAN
1380,Q9NXT0,ZN586_HUMAN
1381,Q8N0Y2,ZN444_HUMAN
1382,Q9Y3B7,RM11_HUMAN
1383,Q96LZ7,RMD2_HUMAN
1384,Q969S9,RRF2M_HUMAN
1385,Q9HB90,RRAGC_HUMAN
1386,P62857,RS28_HUMAN
1387,P23396,RS3_HUMAN
